Date,Symbol,Open,High,Low,Close,Volume
1980-02-22,SET,138.96,138.96,138.96,138.96,1243950
1980-02-25,SET,138.88,138.88,138.88,138.88,827060
1980-02-26,SET,139.11,139.11,139.11,139.11,888990
1980-02-27,SET,139.75,139.75,139.75,139.75,1277550
1980-02-28,SET,139.2,139.2,139.2,139.2,1346620
1980-02-29,SET,137.91,137.91,137.91,137.91,810000
1980-03-04,SET,140.08,140.08,140.08,140.08,1651310
1980-03-05,SET,140.56,140.56,140.56,140.56,1421100
1980-03-06,SET,140.06,140.06,140.06,140.06,1246420
1980-03-07,SET,140.09,140.09,140.09,140.09,855930
1980-03-10,SET,137.97,137.97,137.97,137.97,885460
1980-03-11,SET,137.19,137.19,137.19,137.19,711630
1980-03-12,SET,138.1,138.1,138.1,138.1,816500
1980-03-13,SET,138.08,138.08,138.08,138.08,1063450
1980-03-14,SET,139.22,139.22,139.22,139.22,1688700
1980-03-17,SET,139.02,139.02,139.02,139.02,1054520
1980-03-18,SET,139.06,139.06,139.06,139.06,621800
1980-03-19,SET,138.82,138.82,138.82,138.82,523500
1980-03-20,SET,138.24,138.24,138.24,138.24,655100
1980-03-21,SET,138.48,138.48,138.48,138.48,493490
1980-03-24,SET,137.64,137.64,137.64,137.64,975500
1980-03-25,SET,137.77,137.77,137.77,137.77,671100
1980-03-26,SET,137.54,137.54,137.54,137.54,685460
1980-03-27,SET,138.98,138.98,138.98,138.98,1521360
1980-03-28,SET,139.31,139.31,139.31,139.31,1739800
1980-03-31,SET,138.25,138.25,138.25,138.25,429750
1980-04-01,SET,140.18,140.18,140.18,140.18,1622500
1980-04-02,SET,140.09,140.09,140.09,140.09,3267240
1980-04-03,SET,139.83,139.83,139.83,139.83,2997450
1980-04-04,SET,139.28,139.28,139.28,139.28,3211680
1980-04-08,SET,137.99,137.99,137.99,137.99,3067960
1980-04-09,SET,136.95,136.95,136.95,136.95,3806510
1980-04-10,SET,136.18,136.18,136.18,136.18,3507570
1980-04-11,SET,136.08,136.08,136.08,136.08,3034770
1980-04-15,SET,134.95,134.95,134.95,134.95,2560240
1980-04-16,SET,133.71,133.71,133.71,133.71,3893770
1980-04-17,SET,132.17,132.17,132.17,132.17,3239190
1980-04-18,SET,131.62,131.62,131.62,131.62,3938010
1980-04-21,SET,130.33,130.33,130.33,130.33,2309250
1980-04-22,SET,129.51,129.51,129.51,129.51,3233640
1980-04-23,SET,130.19,130.19,130.19,130.19,2592500
1980-04-24,SET,130.26,130.26,130.26,130.26,1640760
1980-04-25,SET,130.24,130.24,130.24,130.24,1762260
1980-04-28,SET,130.0,130.0,130.0,130.0,1284000
1980-04-29,SET,129.63,129.63,129.63,129.63,1510110
1980-04-30,SET,129.63,129.63,129.63,129.63,920240
1980-05-02,SET,130.0,130.0,130.0,130.0,910730
1980-05-06,SET,129.62,129.62,129.62,129.62,1109490
1980-05-07,SET,130.17,130.17,130.17,130.17,1347240
1980-05-08,SET,130.44,130.44,130.44,130.44,2571260
1980-05-09,SET,130.12,130.12,130.12,130.12,5567030
1980-05-12,SET,130.03,130.03,130.03,130.03,3361050
1980-05-13,SET,129.14,129.14,129.14,129.14,1653250
1980-05-14,SET,128.79,128.79,128.79,128.79,2285290
1980-05-15,SET,127.84,127.84,127.84,127.84,2095170
1980-05-16,SET,127.89,127.89,127.89,127.89,2422750
1980-05-19,SET,127.46,127.46,127.46,127.46,2006780
1980-05-20,SET,127.34,127.34,127.34,127.34,1904830
1980-05-21,SET,126.77,126.77,126.77,126.77,2047240
1980-05-22,SET,125.8,125.8,125.8,125.8,1917770
1980-05-23,SET,125.63,125.63,125.63,125.63,3027870
1980-05-26,SET,124.54,124.54,124.54,124.54,1595770
1980-05-27,SET,124.55,124.55,124.55,124.55,1620230
1980-05-28,SET,124.15,124.15,124.15,124.15,1486050
1980-05-30,SET,124.11,124.11,124.11,124.11,645850
1980-06-02,SET,123.96,123.96,123.96,123.96,1454330
1980-06-03,SET,123.89,123.89,123.89,123.89,850370
1980-06-04,SET,123.36,123.36,123.36,123.36,1151650
1980-06-05,SET,123.27,123.27,123.27,123.27,636190
1980-06-06,SET,122.87,122.87,122.87,122.87,3897050
1980-06-09,SET,123.18,123.18,123.18,123.18,4786840
1980-06-10,SET,123.67,123.67,123.67,123.67,3011740
1980-06-11,SET,124.28,124.28,124.28,124.28,5419450
1980-06-12,SET,125.98,125.98,125.98,125.98,4982760
1980-06-13,SET,128.6,128.6,128.6,128.6,5585800
1980-06-16,SET,127.5,127.5,127.5,127.5,6098410
1980-06-17,SET,127.33,127.33,127.33,127.33,2956820
1980-06-18,SET,127.05,127.05,127.05,127.05,2330880
1980-06-19,SET,126.58,126.58,126.58,126.58,2204660
1980-06-20,SET,125.88,125.88,125.88,125.88,2048410
1980-06-23,SET,126.09,126.09,126.09,126.09,1043800
1980-06-24,SET,125.4,125.4,125.4,125.4,1134900
1980-06-25,SET,125.73,125.73,125.73,125.73,1134130
1980-06-26,SET,127.52,127.52,127.52,127.52,2210250
1980-06-27,SET,128.28,128.28,128.28,128.28,2551850
1980-06-30,SET,127.81,127.81,127.81,127.81,1151470
1980-07-02,SET,127.26,127.26,127.26,127.26,611550
1980-07-03,SET,127.34,127.34,127.34,127.34,1251900
1980-07-04,SET,127.04,127.04,127.04,127.04,1256580
1980-07-07,SET,127.31,127.31,127.31,127.31,1129340
1980-07-08,SET,127.44,127.44,127.44,127.44,1251120
1980-07-09,SET,127.77,127.77,127.77,127.77,2982570
1980-07-10,SET,127.96,127.96,127.96,127.96,2366000
1980-07-11,SET,127.76,127.76,127.76,127.76,4007560
1980-07-14,SET,127.57,127.57,127.57,127.57,1521540
1980-07-15,SET,127.45,127.45,127.45,127.45,4050060
1980-07-16,SET,127.35,127.35,127.35,127.35,1792020
1980-07-17,SET,127.3,127.3,127.3,127.3,2046680
1980-07-18,SET,126.94,126.94,126.94,126.94,2930430
1980-07-21,SET,126.61,126.61,126.61,126.61,2671820
1980-07-22,SET,126.75,126.75,126.75,126.75,1005370
1980-07-23,SET,126.75,126.75,126.75,126.75,1253970
1980-07-24,SET,126.84,126.84,126.84,126.84,753740
1980-07-25,SET,126.85,126.85,126.85,126.85,1010260
1980-07-29,SET,126.93,126.93,126.93,126.93,1121660
1980-07-30,SET,126.82,126.82,126.82,126.82,739980
1980-07-31,SET,126.61,126.61,126.61,126.61,498020
1980-08-01,SET,127.23,127.23,127.23,127.23,1670560
1980-08-04,SET,126.97,126.97,126.97,126.97,1045200
1980-08-05,SET,127.34,127.34,127.34,127.34,962810
1980-08-06,SET,127.1,127.1,127.1,127.1,1182390
1980-08-07,SET,127.19,127.19,127.19,127.19,3023780
1980-08-08,SET,126.45,126.45,126.45,126.45,1634460
1980-08-11,SET,125.68,125.68,125.68,125.68,2194410
1980-08-13,SET,125.01,125.01,125.01,125.01,1137870
1980-08-14,SET,124.93,124.93,124.93,124.93,698990
1980-08-15,SET,124.97,124.97,124.97,124.97,1076650
1980-08-18,SET,124.71,124.71,124.71,124.71,2747500
1980-08-19,SET,124.42,124.42,124.42,124.42,1726040
1980-08-20,SET,123.56,123.56,123.56,123.56,4078000
1980-08-21,SET,122.59,122.59,122.59,122.59,2665930
1980-08-22,SET,122.78,122.78,122.78,122.78,2575560
1980-08-25,SET,123.01,123.01,123.01,123.01,3577040
1980-08-26,SET,122.69,122.69,122.69,122.69,3023970
1980-08-27,SET,122.47,122.47,122.47,122.47,1210940
1980-08-28,SET,121.82,121.82,121.82,121.82,2305240
1980-08-29,SET,120.36,120.36,120.36,120.36,1120670
1980-09-01,SET,119.97,119.97,119.97,119.97,244300
1980-09-02,SET,119.35,119.35,119.35,119.35,926160
1980-09-03,SET,118.46,118.46,118.46,118.46,926450
1980-09-04,SET,117.31,117.31,117.31,117.31,1348690
1980-09-05,SET,116.66,116.66,116.66,116.66,1838800
1980-09-08,SET,114.69,114.69,114.69,114.69,1088180
1980-09-09,SET,113.33,113.33,113.33,113.33,759700
1980-09-10,SET,114.18,114.18,114.18,114.18,1292570
1980-09-11,SET,114.12,114.12,114.12,114.12,828890
1980-09-12,SET,115.94,115.94,115.94,115.94,1673110
1980-09-15,SET,115.75,115.75,115.75,115.75,2040930
1980-09-16,SET,115.02,115.02,115.02,115.02,1122000
1980-09-17,SET,115.33,115.33,115.33,115.33,1454180
1980-09-18,SET,116.4,116.4,116.4,116.4,2776470
1980-09-19,SET,117.22,117.22,117.22,117.22,2624640
1980-09-22,SET,117.44,117.44,117.44,117.44,3312770
1980-09-23,SET,116.45,116.45,116.45,116.45,2712120
1980-09-24,SET,115.65,115.65,115.65,115.65,1108830
1980-09-25,SET,115.68,115.68,115.68,115.68,683200
1980-09-26,SET,116.27,116.27,116.27,116.27,665000
1980-09-29,SET,117.0,117.0,117.0,117.0,1112900
1980-09-30,SET,118.87,118.87,118.87,118.87,1285000
1980-10-01,SET,119.22,119.22,119.22,119.22,1501230
1980-10-02,SET,119.1,119.1,119.1,119.1,2487820
1980-10-03,SET,118.29,118.29,118.29,118.29,593350
1980-10-06,SET,117.82,117.82,117.82,117.82,627820
1980-10-07,SET,117.55,117.55,117.55,117.55,722630
1980-10-08,SET,117.43,117.43,117.43,117.43,359850
1980-10-09,SET,117.33,117.33,117.33,117.33,364330
1980-10-10,SET,117.29,117.29,117.29,117.29,491660
1980-10-13,SET,117.09,117.09,117.09,117.09,394000
1980-10-14,SET,116.97,116.97,116.97,116.97,479900
1980-10-15,SET,116.55,116.55,116.55,116.55,512540
1980-10-16,SET,116.66,116.66,116.66,116.66,356500
1980-10-17,SET,116.89,116.89,116.89,116.89,718930
1980-10-20,SET,117.13,117.13,117.13,117.13,540030
1980-10-21,SET,117.21,117.21,117.21,117.21,415750
1980-10-22,SET,117.22,117.22,117.22,117.22,335750
1980-10-24,SET,116.98,116.98,116.98,116.98,464670
1980-10-27,SET,117.53,117.53,117.53,117.53,1044480
1980-10-28,SET,118.15,118.15,118.15,118.15,1131670
1980-10-29,SET,119.38,119.38,119.38,119.38,1640270
1980-10-30,SET,119.14,119.14,119.14,119.14,1133270
1980-10-31,SET,119.04,119.04,119.04,119.04,698500
1980-11-03,SET,119.13,119.13,119.13,119.13,591550
1980-11-04,SET,119.27,119.27,119.27,119.27,1382400
1980-11-05,SET,119.14,119.14,119.14,119.14,1139670
1980-11-06,SET,119.11,119.11,119.11,119.11,819210
1980-11-07,SET,119.94,119.94,119.94,119.94,1873640
1980-11-10,SET,120.26,120.26,120.26,120.26,1645510
1980-11-11,SET,120.4,120.4,120.4,120.4,2616500
1980-11-12,SET,120.85,120.85,120.85,120.85,1738760
1980-11-13,SET,122.93,122.93,122.93,122.93,4244820
1980-11-14,SET,125.14,125.14,125.14,125.14,5758030
1980-11-17,SET,129.41,129.41,129.41,129.41,7388380
1980-11-18,SET,130.91,130.91,130.91,130.91,10003060
1980-11-19,SET,128.03,128.03,128.03,128.03,5235190
1980-11-20,SET,126.12,126.12,126.12,126.12,4360810
1980-11-21,SET,128.86,128.86,128.86,128.86,4768660
1980-11-24,SET,129.57,129.57,129.57,129.57,4697460
1980-11-25,SET,128.2,128.2,128.2,128.2,2547320
1980-11-26,SET,128.81,128.81,128.81,128.81,2356120
1980-11-27,SET,128.38,128.38,128.38,128.38,2516760
1980-11-28,SET,127.88,127.88,127.88,127.88,1657440
1980-12-01,SET,126.25,126.25,126.25,126.25,1277190
1980-12-02,SET,127.3,127.3,127.3,127.3,2306820
1980-12-03,SET,126.3,126.3,126.3,126.3,1455650
1980-12-04,SET,126.39,126.39,126.39,126.39,1075640
1980-12-08,SET,125.59,125.59,125.59,125.59,1326260
1980-12-09,SET,126.39,126.39,126.39,126.39,1378390
1980-12-11,SET,125.9,125.9,125.9,125.9,847950
1980-12-12,SET,125.41,125.41,125.41,125.41,776580
1980-12-15,SET,124.98,124.98,124.98,124.98,613930
1980-12-16,SET,124.45,124.45,124.45,124.45,1196300
1980-12-17,SET,123.83,123.83,123.83,123.83,659710
1980-12-18,SET,123.68,123.68,123.68,123.68,660260
1980-12-19,SET,123.61,123.61,123.61,123.61,652260
1980-12-22,SET,123.08,123.08,123.08,123.08,740130
1980-12-23,SET,123.06,123.06,123.06,123.06,1139030
1980-12-24,SET,123.93,123.93,123.93,123.93,1026460
1980-12-25,SET,125.25,125.25,125.25,125.25,1166420
1980-12-26,SET,124.88,124.88,124.88,124.88,1227420
1980-12-29,SET,125.06,125.06,125.06,125.06,1506300
1980-12-30,SET,124.67,124.67,124.67,124.67,1805120
1981-01-02,SET,124.56,124.56,124.56,124.56,836300
1981-01-05,SET,124.54,124.54,124.54,124.54,310600
1981-01-06,SET,124.58,124.58,124.58,124.58,811780
1981-01-07,SET,124.8,124.8,124.8,124.8,394410
1981-01-08,SET,125.36,125.36,125.36,125.36,556850
1981-01-09,SET,124.97,124.97,124.97,124.97,679200
1981-01-12,SET,125.61,125.61,125.61,125.61,469800
1981-01-13,SET,126.25,126.25,126.25,126.25,1074900
1981-01-14,SET,126.53,126.53,126.53,126.53,1376680
1981-01-15,SET,126.04,126.04,126.04,126.04,510470
1981-01-16,SET,125.85,125.85,125.85,125.85,570870
1981-01-19,SET,125.73,125.73,125.73,125.73,228600
1981-01-20,SET,125.6,125.6,125.6,125.6,441560
1981-01-21,SET,126.08,126.08,126.08,126.08,666780
1981-01-22,SET,126.65,126.65,126.65,126.65,894900
1981-01-23,SET,127.32,127.32,127.32,127.32,1408180
1981-01-26,SET,126.83,126.83,126.83,126.83,797090
1981-01-27,SET,127.33,127.33,127.33,127.33,1767440
1981-01-28,SET,127.45,127.45,127.45,127.45,1271850
1981-01-29,SET,127.05,127.05,127.05,127.05,675960
1981-01-30,SET,126.88,126.88,126.88,126.88,2098770
1981-02-02,SET,126.46,126.46,126.46,126.46,573420
1981-02-03,SET,126.68,126.68,126.68,126.68,407800
1981-02-04,SET,126.27,126.27,126.27,126.27,338460
1981-02-05,SET,126.65,126.65,126.65,126.65,268320
1981-02-06,SET,127.04,127.04,127.04,127.04,715420
1981-02-09,SET,127.03,127.03,127.03,127.03,397200
1981-02-10,SET,127.27,127.27,127.27,127.27,709630
1981-02-11,SET,128.55,128.55,128.55,128.55,2126170
1981-02-12,SET,129.03,129.03,129.03,129.03,2202880
1981-02-13,SET,128.27,128.27,128.27,128.27,1475240
1981-02-16,SET,128.21,128.21,128.21,128.21,515710
1981-02-17,SET,128.11,128.11,128.11,128.11,813100
1981-02-18,SET,127.61,127.61,127.61,127.61,769760
1981-02-20,SET,127.32,127.32,127.32,127.32,796050
1981-02-23,SET,127.38,127.38,127.38,127.38,1167380
1981-02-24,SET,127.05,127.05,127.05,127.05,702100
1981-02-25,SET,126.94,126.94,126.94,126.94,788610
1981-02-26,SET,126.86,126.86,126.86,126.86,631500
1981-02-27,SET,127.05,127.05,127.05,127.05,694690
1981-03-02,SET,126.47,126.47,126.47,126.47,715390
1981-03-03,SET,126.56,126.56,126.56,126.56,607420
1981-03-04,SET,126.32,126.32,126.32,126.32,392840
1981-03-05,SET,125.08,125.08,125.08,125.08,628330
1981-03-06,SET,125.28,125.28,125.28,125.28,501740
1981-03-09,SET,124.37,124.37,124.37,124.37,1193810
1981-03-10,SET,124.15,124.15,124.15,124.15,359480
1981-03-11,SET,124.3,124.3,124.3,124.3,551100
1981-03-12,SET,124.18,124.18,124.18,124.18,2716110
1981-03-13,SET,124.37,124.37,124.37,124.37,495180
1981-03-16,SET,124.77,124.77,124.77,124.77,556720
1981-03-17,SET,124.84,124.84,124.84,124.84,621490
1981-03-18,SET,124.95,124.95,124.95,124.95,870810
1981-03-19,SET,124.93,124.93,124.93,124.93,632170
1981-03-20,SET,125.12,125.12,125.12,125.12,974020
1981-03-23,SET,125.73,125.73,125.73,125.73,547230
1981-03-24,SET,125.47,125.47,125.47,125.47,544620
1981-03-25,SET,125.35,125.35,125.35,125.35,610770
1981-03-26,SET,125.54,125.54,125.54,125.54,369450
1981-03-27,SET,124.47,124.47,124.47,124.47,562150
1981-03-30,SET,124.53,124.53,124.53,124.53,317000
1981-03-31,SET,124.31,124.31,124.31,124.31,248770
1981-04-01,SET,123.84,123.84,123.84,123.84,296990
1981-04-02,SET,122.94,122.94,122.94,122.94,189070
1981-04-03,SET,123.93,123.93,123.93,123.93,125120
1981-04-07,SET,124.52,124.52,124.52,124.52,384000
1981-04-08,SET,124.32,124.32,124.32,124.32,721570
1981-04-09,SET,123.96,123.96,123.96,123.96,458550
1981-04-10,SET,123.31,123.31,123.31,123.31,777030
1981-04-14,SET,122.36,122.36,122.36,122.36,415340
1981-04-15,SET,122.07,122.07,122.07,122.07,614740
1981-04-16,SET,122.36,122.36,122.36,122.36,627930
1981-04-17,SET,122.24,122.24,122.24,122.24,498180
1981-04-20,SET,122.24,122.24,122.24,122.24,765090
1981-04-21,SET,122.67,122.67,122.67,122.67,1634530
1981-04-22,SET,122.45,122.45,122.45,122.45,287400
1981-04-23,SET,122.37,122.37,122.37,122.37,1756660
1981-04-24,SET,122.28,122.28,122.28,122.28,1593570
1981-04-27,SET,122.01,122.01,122.01,122.01,444970
1981-04-28,SET,121.96,121.96,121.96,121.96,375060
1981-04-29,SET,121.68,121.68,121.68,121.68,525460
1981-04-30,SET,121.62,121.62,121.62,121.62,292690
1981-05-04,SET,121.41,121.41,121.41,121.41,308740
1981-05-06,SET,121.4,121.4,121.4,121.4,540100
1981-05-07,SET,121.65,121.65,121.65,121.65,462530
1981-05-08,SET,121.39,121.39,121.39,121.39,716350
1981-05-11,SET,120.84,120.84,120.84,120.84,1889200
1981-05-12,SET,120.52,120.52,120.52,120.52,511610
1981-05-13,SET,119.9,119.9,119.9,119.9,878440
1981-05-14,SET,119.31,119.31,119.31,119.31,579690
1981-05-15,SET,119.13,119.13,119.13,119.13,409930
1981-05-19,SET,118.32,118.32,118.32,118.32,253320
1981-05-20,SET,118.1,118.1,118.1,118.1,442720
1981-05-21,SET,118.0,118.0,118.0,118.0,153980
1981-05-22,SET,118.03,118.03,118.03,118.03,584960
1981-05-25,SET,117.78,117.78,117.78,117.78,936980
1981-05-26,SET,117.47,117.47,117.47,117.47,377150
1981-05-27,SET,117.18,117.18,117.18,117.18,275420
1981-05-28,SET,117.02,117.02,117.02,117.02,163960
1981-05-29,SET,116.99,116.99,116.99,116.99,198490
1981-06-01,SET,116.8,116.8,116.8,116.8,229420
1981-06-02,SET,116.41,116.41,116.41,116.41,483330
1981-06-03,SET,115.97,115.97,115.97,115.97,1400600
1981-06-04,SET,115.59,115.59,115.59,115.59,278360
1981-06-05,SET,115.62,115.62,115.62,115.62,283980
1981-06-08,SET,115.22,115.22,115.22,115.22,205160
1981-06-09,SET,115.96,115.96,115.96,115.96,1131860
1981-06-10,SET,115.96,115.96,115.96,115.96,172660
1981-06-11,SET,115.53,115.53,115.53,115.53,172610
1981-06-12,SET,115.71,115.71,115.71,115.71,176650
1981-06-15,SET,116.02,116.02,116.02,116.02,388690
1981-06-16,SET,115.79,115.79,115.79,115.79,332830
1981-06-17,SET,115.36,115.36,115.36,115.36,140480
1981-06-18,SET,115.31,115.31,115.31,115.31,187290
1981-06-19,SET,114.93,114.93,114.93,114.93,185380
1981-06-22,SET,114.63,114.63,114.63,114.63,2213730
1981-06-23,SET,114.62,114.62,114.62,114.62,129770
1981-06-24,SET,113.87,113.87,113.87,113.87,363150
1981-06-25,SET,113.44,113.44,113.44,113.44,431620
1981-06-26,SET,112.6,112.6,112.6,112.6,387880
1981-06-29,SET,112.23,112.23,112.23,112.23,2376940
1981-06-30,SET,112.41,112.41,112.41,112.41,286700
1981-07-02,SET,112.11,112.11,112.11,112.11,884220
1981-07-03,SET,112.29,112.29,112.29,112.29,356800
1981-07-06,SET,112.17,112.17,112.17,112.17,299760
1981-07-07,SET,111.96,111.96,111.96,111.96,499270
1981-07-08,SET,111.65,111.65,111.65,111.65,403060
1981-07-09,SET,111.46,111.46,111.46,111.46,691440
1981-07-10,SET,111.4,111.4,111.4,111.4,266560
1981-07-13,SET,111.26,111.26,111.26,111.26,240890
1981-07-14,SET,111.32,111.32,111.32,111.32,243600
1981-07-15,SET,111.19,111.19,111.19,111.19,375720
1981-07-16,SET,111.82,111.82,111.82,111.82,504700
1981-07-20,SET,113.35,113.35,113.35,113.35,425570
1981-07-21,SET,113.2,113.2,113.2,113.2,295240
1981-07-22,SET,113.03,113.03,113.03,113.03,336860
1981-07-23,SET,112.84,112.84,112.84,112.84,437410
1981-07-24,SET,112.99,112.99,112.99,112.99,491390
1981-07-27,SET,112.99,112.99,112.99,112.99,1193910
1981-07-28,SET,112.77,112.77,112.77,112.77,343580
1981-07-29,SET,112.22,112.22,112.22,112.22,763410
1981-07-30,SET,111.67,111.67,111.67,111.67,527250
1981-07-31,SET,111.61,111.61,111.61,111.61,723280
1981-08-03,SET,111.63,111.63,111.63,111.63,124880
1981-08-04,SET,110.91,110.91,110.91,110.91,221150
1981-08-05,SET,110.57,110.57,110.57,110.57,229030
1981-08-06,SET,110.48,110.48,110.48,110.48,266290
1981-08-07,SET,110.4,110.4,110.4,110.4,455750
1981-08-10,SET,110.14,110.14,110.14,110.14,240970
1981-08-11,SET,109.83,109.83,109.83,109.83,311770
1981-08-13,SET,109.87,109.87,109.87,109.87,255060
1981-08-14,SET,109.42,109.42,109.42,109.42,461010
1981-08-17,SET,108.4,108.4,108.4,108.4,571150
1981-08-18,SET,107.08,107.08,107.08,107.08,417660
1981-08-19,SET,107.4,107.4,107.4,107.4,246980
1981-08-20,SET,106.74,106.74,106.74,106.74,927500
1981-08-21,SET,106.14,106.14,106.14,106.14,459500
1981-08-24,SET,106.53,106.53,106.53,106.53,485340
1981-08-25,SET,105.77,105.77,105.77,105.77,493000
1981-08-26,SET,104.57,104.57,104.57,104.57,720620
1981-08-27,SET,104.48,104.48,104.48,104.48,754430
1981-08-28,SET,104.59,104.59,104.59,104.59,1613160
1981-08-31,SET,104.68,104.68,104.68,104.68,107710
1981-09-01,SET,104.57,104.57,104.57,104.57,568100
1981-09-02,SET,104.57,104.57,104.57,104.57,323600
1981-09-03,SET,103.54,103.54,103.54,103.54,1365390
1981-09-04,SET,103.3,103.3,103.3,103.3,669250
1981-09-07,SET,103.2,103.2,103.2,103.2,1042380
1981-09-08,SET,103.19,103.19,103.19,103.19,474480
1981-09-09,SET,103.46,103.46,103.46,103.46,810080
1981-09-10,SET,103.69,103.69,103.69,103.69,1018870
1981-09-11,SET,103.77,103.77,103.77,103.77,852000
1981-09-14,SET,104.18,104.18,104.18,104.18,1054920
1981-09-15,SET,103.95,103.95,103.95,103.95,1270950
1981-09-16,SET,104.17,104.17,104.17,104.17,374530
1981-09-17,SET,104.15,104.15,104.15,104.15,312270
1981-09-18,SET,104.47,104.47,104.47,104.47,808900
1981-09-21,SET,105.03,105.03,105.03,105.03,1076720
1981-09-22,SET,105.75,105.75,105.75,105.75,1880510
1981-09-23,SET,106.56,106.56,106.56,106.56,2591410
1981-09-24,SET,106.32,106.32,106.32,106.32,1778750
1981-09-25,SET,105.53,105.53,105.53,105.53,1129000
1981-09-28,SET,105.52,105.52,105.52,105.52,1005000
1981-09-29,SET,104.83,104.83,104.83,104.83,948930
1981-09-30,SET,105.12,105.12,105.12,105.12,747810
1981-10-01,SET,104.93,104.93,104.93,104.93,471500
1981-10-02,SET,104.49,104.49,104.49,104.49,384210
1981-10-05,SET,104.48,104.48,104.48,104.48,216960
1981-10-06,SET,104.62,104.62,104.62,104.62,395250
1981-10-07,SET,104.76,104.76,104.76,104.76,466260
1981-10-08,SET,104.88,104.88,104.88,104.88,407000
1981-10-09,SET,105.15,105.15,105.15,105.15,756220
1981-10-12,SET,105.55,105.55,105.55,105.55,352500
1981-10-13,SET,105.54,105.54,105.54,105.54,664000
1981-10-14,SET,105.51,105.51,105.51,105.51,445800
1981-10-15,SET,105.51,105.51,105.51,105.51,428950
1981-10-16,SET,105.47,105.47,105.47,105.47,888500
1981-10-19,SET,105.35,105.35,105.35,105.35,77020
1981-10-20,SET,105.36,105.36,105.36,105.36,145080
1981-10-21,SET,105.11,105.11,105.11,105.11,122770
1981-10-22,SET,105.07,105.07,105.07,105.07,129000
1981-10-26,SET,104.89,104.89,104.89,104.89,211860
1981-10-27,SET,104.86,104.86,104.86,104.86,227820
1981-10-28,SET,104.93,104.93,104.93,104.93,1138210
1981-10-29,SET,105.21,105.21,105.21,105.21,316000
1981-10-30,SET,105.04,105.04,105.04,105.04,549450
1981-11-02,SET,105.09,105.09,105.09,105.09,369590
1981-11-03,SET,105.41,105.41,105.41,105.41,696770
1981-11-04,SET,105.45,105.45,105.45,105.45,770330
1981-11-05,SET,105.62,105.62,105.62,105.62,1240940
1981-11-06,SET,105.95,105.95,105.95,105.95,809020
1981-11-09,SET,106.08,106.08,106.08,106.08,1282170
1981-11-10,SET,106.23,106.23,106.23,106.23,934200
1981-11-11,SET,106.69,106.69,106.69,106.69,973260
1981-11-12,SET,106.91,106.91,106.91,106.91,1883430
1981-11-13,SET,107.14,107.14,107.14,107.14,983740
1981-11-16,SET,107.13,107.13,107.13,107.13,1078440
1981-11-17,SET,107.29,107.29,107.29,107.29,1010550
1981-11-18,SET,106.87,106.87,106.87,106.87,1008500
1981-11-19,SET,106.48,106.48,106.48,106.48,1362210
1981-11-20,SET,106.83,106.83,106.83,106.83,1431150
1981-11-23,SET,107.36,107.36,107.36,107.36,972050
1981-11-24,SET,107.42,107.42,107.42,107.42,847570
1981-11-25,SET,107.58,107.58,107.58,107.58,885420
1981-11-26,SET,107.89,107.89,107.89,107.89,1208500
1981-11-27,SET,108.01,108.01,108.01,108.01,1121730
1981-11-30,SET,108.35,108.35,108.35,108.35,885630
1981-12-01,SET,108.95,108.95,108.95,108.95,1559090
1981-12-02,SET,108.75,108.75,108.75,108.75,935500
1981-12-03,SET,108.96,108.96,108.96,108.96,706980
1981-12-04,SET,110.41,110.41,110.41,110.41,1142270
1981-12-08,SET,110.95,110.95,110.95,110.95,1192670
1981-12-09,SET,110.22,110.22,110.22,110.22,1220830
1981-12-11,SET,109.83,109.83,109.83,109.83,1029980
1981-12-14,SET,107.27,107.27,107.27,107.27,475340
1981-12-15,SET,107.02,107.02,107.02,107.02,983500
1981-12-16,SET,107.07,107.07,107.07,107.07,515610
1981-12-17,SET,107.27,107.27,107.27,107.27,828100
1981-12-18,SET,107.28,107.28,107.28,107.28,558320
1981-12-21,SET,106.88,106.88,106.88,106.88,448200
1981-12-22,SET,106.47,106.47,106.47,106.47,415880
1981-12-23,SET,105.99,105.99,105.99,105.99,742100
1981-12-24,SET,105.79,105.79,105.79,105.79,483890
1981-12-25,SET,105.7,105.7,105.7,105.7,408000
1981-12-28,SET,105.16,105.16,105.16,105.16,643510
1981-12-29,SET,105.59,105.59,105.59,105.59,2455620
1981-12-30,SET,106.62,106.62,106.62,106.62,687400
1982-01-04,SET,106.58,106.58,106.58,106.58,773140
1982-01-05,SET,106.48,106.48,106.48,106.48,497370
1982-01-06,SET,106.72,106.72,106.72,106.72,741420
1982-01-07,SET,106.93,106.93,106.93,106.93,232160
1982-01-08,SET,107.26,107.26,107.26,107.26,342780
1982-01-11,SET,107.28,107.28,107.28,107.28,174160
1982-01-12,SET,107.34,107.34,107.34,107.34,208890
1982-01-13,SET,107.18,107.18,107.18,107.18,949070
1982-01-14,SET,107.24,107.24,107.24,107.24,219630
1982-01-15,SET,107.16,107.16,107.16,107.16,194890
1982-01-18,SET,107.22,107.22,107.22,107.22,222920
1982-01-19,SET,106.83,106.83,106.83,106.83,168650
1982-01-20,SET,106.63,106.63,106.63,106.63,162020
1982-01-21,SET,106.54,106.54,106.54,106.54,130390
1982-01-22,SET,106.61,106.61,106.61,106.61,207470
1982-01-25,SET,106.73,106.73,106.73,106.73,43290
